site_name,interface,ip_address,provider_name,ip_assignment_status,circuit_type
COS 03,WAN1,50.211.247.101,Comcast Workplace,static,DSR
COS 03,WAN2,65.102.84.97,EB2-Centurylink DSL,static,DSR
COS 04,WAN1,65.155.48.154,CenturyLink,static,Non-DSR
COS 05,WAN1,104.218.131.50,Unite Private Networks,static,DSR
COS 05,WAN2,96.87.56.41,Comcast Workplace,static,DSR
COS 06,WAN1,96.93.223.105,Comcast Workplace,static,DSR
COS 07,WAN1,50.185.12.249,Comcast Workplace,static,DSR
COW 01,WAN1,47.47.165.38,Spectrum,static,DSR
FLD 01,WAN1,104.12.114.233,AT&T Broadband II,static,DSR
FLD 01,WAN2,97.68.164.202,Spectrum,static,DSR
FLD 04,WAN1,67.9.119.254,Spectrum,static,DSR
FLD 04,WAN2,75.58.182.201,AT&T Broadband II,static,DSR
FLF 01,WAN1,23.31.180.221,Comcast Workplace,static,DSR
FLG 02,WAN1,67.231.63.222,Ocala Fiber Network,static,DSR
FLG 02,WAN2,184.180.146.204,Cox Business/BOI,static,DSR
FLG 03,WAN1,76.250.234.25,AT&T Broadband II,static,DSR
FLG 03,WAN2,96.90.0.189,Comcast Workplace,static,DSR
FLJ 01,WAN1,74.93.170.109,Comcast Workplace,static,DSR
FLJ 01,WAN2,104.177.152.241,AT&T Broadband II,static,DSR
FLJ 02,WAN1,96.71.102.189,Comcast Workplace,static,DSR
FLJ 02,WAN2,76.250.234.65,AT&T Broadband II,static,DSR
FLJ 03,WAN1,50.184.244.137,Comcast Workplace,static,DSR
FLJ 05,WAN1,50.184.244.141,Comcast Workplace,static,DSR
FLJ 05,WAN2,104.48.126.249,AT&T Broadband II,static,DSR
FLJ 06,WAN1,76.237.130.241,AT&T Broadband II,static,DSR
FLJ 06,WAN2,96.65.55.85,Comcast Workplace,static,DSR
FLJ 07,WAN1,50.215.195.161,Comcast Workplace,static,DSR
FLJ 07,WAN2,104.189.160.121,AT&T Broadband II,static,DSR
FLJ 09,WAN1,99.27.29.17,AT&T Broadband II,static,DSR
FLJ 09,WAN2,173.8.36.41,Comcast Workplace,static,DSR
FLJ 10,WAN1,96.71.98.25,Comcast Workplace,static,DSR
FLJ 10,WAN2,76.250.236.129,AT&T Broadband II,static,DSR
FLJ 11,WAN1,99.14.160.169,AT&T Broadband II,static,DSR
FLJ 12,WAN1,99.27.27.169,AT&T Broadband II,static,DSR
FLJ 12,WAN2,74.93.175.77,Comcast Workplace,static,DSR
FLM 01,WAN1,75.112.40.218,Spectrum,static,DSR
FLM 01,WAN2,162.239.27.17,AT&T Broadband II,static,DSR
FLM 02,WAN1,71.41.210.34,Spectrum,static,DSR
FLM 02,WAN2,75.49.166.185,AT&T Broadband II,static,DSR
FLO 01,WAN1,75.112.41.254,Spectrum,static,DSR
FLO 02,WAN1,75.112.39.62,Spectrum,static,DSR
FLO 03,WAN1,68.95.180.85,AT&T Broadband II,static,DSR
FLO 03,WAN2,71.41.117.78,Spectrum,static,DSR
FLO 04,WAN1,45.3.143.186,Spectrum,static,DSR
FLO 04,WAN2,67.38.47.161,AT&T Broadband II,static,DSR
FLO 05,WAN1,45.3.171.18,Spectrum,static,DSR
FLO 06,WAN1,97.68.34.70,Spectrum,static,DSR
FLO 06,WAN2,108.84.88.65,AT&T Broadband II,static,DSR
FLO 07,WAN1,172.2.223.173,AT&T Broadband II,static,DSR
FLO 07,WAN2,45.3.130.82,Spectrum,static,DSR
FLO 08,WAN1,131.148.46.74,Spectrum,static,DSR
FLO 09,WAN1,131.148.26.138,Spectrum,static,DSR
FLO 10,WAN1,71.41.79.238,Spectrum,static,DSR
FLO 11,WAN1,96.94.20.169,Comcast Workplace,static,DSR
FLO 12,WAN1,97.68.106.46,Spectrum,static,DSR
FLO 12,WAN2,45.27.249.129,AT&T Broadband II,static,DSR
FLO 14,WAN1,99.25.86.105,AT&T Broadband II,static,DSR
FLO 14,WAN2,97.71.128.178,Spectrum,static,DSR
FLO 15,WAN1,68.95.178.169,AT&T Broadband II,static,DSR
FLO 15,WAN2,71.42.61.162,Spectrum,static,DSR
FLO 16,WAN1,144.129.80.126,Spectrum,static,DSR
FLP 01,WAN1,174.76.192.26,Cox Business/BOI,static,DSR
FLP 01,WAN2,99.106.185.17,AT&T Broadband II,static,DSR
FLP 02,WAN1,162.233.215.49,AT&T Broadband II,static,DSR
FLP 04,WAN1,98.191.245.201,Cox Business/BOI,static,DSR
FLP 04,WAN2,162.233.210.113,AT&T Broadband II,static,DSR
FLS 01,WAN1,96.64.172.49,Comcast Workplace,static,DSR
FLS 01,WAN2,107.131.180.145,AT&T Broadband II,static,DSR
FLS 02,WAN1,23.24.160.5,Comcast Workplace,static,DSR
FLS 03,WAN1,173.9.149.9,Comcast Workplace,static,DSR
FLS 03,WAN2,76.221.191.169,AT&T Broadband II,static,DSR
FLS 04,WAN1,108.223.229.225,AT&T Broadband II,static,DSR
FLS 04,WAN2,71.27.217.245,Comcast Workplace,static,DSR
FLT 01,WAN1,96.65.145.1,Comcast,static,Non-DSR
FLT 01,WAN2,46.110.99.217,MetroNet,static,DSR
FLT 02,WAN1,50.252.158.189,Comcast,static,Non-DSR
FLT 02,WAN2,46.110.100.229,MetroNet,static,DSR
GAA 01,WAN1,96.73.255.205,Comcast,static,Non-DSR
GAA 01,WAN2,75.52.168.161,AT&T Broadband II,static,DSR
GAA 05,WAN1,96.93.171.53,Comcast,static,Non-DSR
GAA 05,WAN2,75.52.170.49,AT&T Broadband II,static,DSR
GAA 06,WAN1,96.93.161.169,Comcast Workplace,static,DSR
GAA 06,WAN2,162.230.152.9,AT&T Broadband II,static,DSR
GAA 07,WAN1,24.178.75.226,Spectrum,static,DSR
GAA 08,WAN1,162.205.237.113,AT&T Broadband II,static,DSR
GAA 08,WAN2,96.87.236.113,Comcast Workplace,static,DSR
GAA 10,WAN1,162.195.253.1,AT&T Broadband II,static,DSR
GAA 10,WAN2,96.77.85.21,Comcast,static,Non-DSR
GAA 11,WAN1,75.141.179.26,Spectrum,static,DSR
GAA 11,WAN2,172.124.120.201,AT&T Broadband II,static,DSR
GAA 12,WAN1,104.188.254.185,AT&T Broadband II,static,DSR
GAA 12,WAN2,96.73.252.173,Comcast,static,Non-DSR
GAA 13,WAN1,76.216.69.1,AT&T Broadband II,static,DSR
GAA 13,WAN2,96.77.71.133,Comcast,static,Non-DSR
GAA 14,WAN1,96.73.252.21,Comcast,static,Non-DSR
GAA 14,WAN2,107.130.209.169,AT&T Broadband II,static,DSR
GAA 15,WAN1,162.205.233.145,AT&T Broadband II,static,DSR
GAA 15,WAN2,96.77.64.1,Comcast,static,Non-DSR
GAA 17,WAN1,47.46.129.106,Spectrum,static,DSR
GAA 17,WAN2,107.133.226.177,AT&T Broadband II,static,DSR
GAA 18,WAN1,107.130.210.65,AT&T Broadband II,static,DSR
GAA 18,WAN2,96.73.223.85,Comcast,static,Non-DSR
GAA 19,WAN1,75.33.170.97,AT&T Broadband II,static,DSR
GAA 19,WAN2,96.38.200.190,Spectrum,static,DSR
GAA 21,WAN1,108.209.103.225,AT&T Broadband II,static,DSR
GAA 21,WAN2,96.73.249.37,"Comcast Cable Communications, LLC",static,Non-DSR
GAA 22,WAN1,184.176.62.247,Cox Business/BOI,static,DSR
GAA 24,WAN1,71.85.69.170,Spectrum,static,DSR
GAA 24,WAN2,68.72.136.193,AT&T Broadband II,static,DSR
GAA 25,WAN1,162.235.81.185,AT&T Broadband II,static,DSR
GAA 25,WAN2,50.251.137.177,AT&T Broadband II,static,DSR
GAA 26,WAN1,72.212.183.137,Cox Business/BOI,static,DSR
GAA 26,WAN2,162.205.235.113,AT&T Broadband II,static,DSR
GAA 27,WAN1,162.235.50.185,AT&T Broadband II,static,DSR
GAA 27,WAN2,96.67.122.225,Comcast,static,Non-DSR
GAA 28,WAN1,96.77.72.169,Comcast,static,Non-DSR
GAA 28,WAN2,99.8.195.153,AT&T Broadband II,static,DSR
GAA 29,WAN1,104.180.210.185,AT&T Broadband II,static,DSR
GAA 29,WAN2,64.139.67.233,Comcast Workplace,static,DSR
GAA 30,WAN1,107.216.87.73,AT&T Broadband II,static,DSR
GAA 30,WAN2,96.73.252.169,Comcast,static,Non-DSR
GAA 31,WAN1,47.46.148.246,Spectrum,static,DSR
GAA 32,WAN1,96.91.136.237,Comcast Workplace,static,DSR
GAA 32,WAN2,104.61.89.193,AT&T Broadband II,static,DSR
GAA 33,WAN1,162.230.155.225,AT&T Broadband II,static,DSR
GAA 33,WAN2,96.73.212.193,Comcast Workplace,static,DSR
GAA 34,WAN1,108.209.98.49,AT&T Broadband II,static,DSR
GAA 34,WAN2,96.89.79.69,Comcast Workplace,static,DSR
GAA 35,WAN1,70.228.103.225,AT&T Broadband II,static,DSR
GAA 35,WAN2,50.248.240.73,Comcast Workplace,static,DSR
GAA 36,WAN1,108.232.191.161,AT&T Broadband II,static,DSR
GAA 36,WAN2,96.94.172.105,Comcast Workplace,static,DSR
GAA 37,WAN1,107.222.170.169,AT&T Broadband II,static,DSR
GAA 37,WAN2,173.160.71.21,Comcast Workplace,static,DSR
GAA 38,WAN1,70.186.63.72,Cox Business/BOI,static,DSR
GAA 38,WAN2,67.216.148.19,EB2-Hargray Cable,static,DSR
GAA 39,WAN1,50.215.240.117,Comcast Workplace,static,DSR
GAA 39,WAN2,104.184.145.225,AT&T Broadband II,static,DSR
GAA 40,WAN1,104.184.149.249,AT&T Broadband II,static,DSR
GAA 40,WAN2,50.243.202.233,Comcast Workplace,static,DSR
GAA 41,WAN1,71.25.170.29,Comcast Workplace,static,DSR
GAA 42,WAN1,96.77.126.169,Comcast Workplace,static,DSR
GAA 43,WAN2,96.38.224.149,Charter Communications LLC,static,Non-DSR
GAA 44,WAN1,173.160.65.217,Comcast Workplace,static,DSR
GAA 44,WAN2,66.217.86.150,EB2-Windstream Fiber,static,DSR
GAA 45,WAN1,99.28.20.49,AT&T Broadband II,static,DSR
GAA 45,WAN2,192.119.222.34,Mediacom/BOI,static,DSR
GAA 46,WAN1,108.166.159.78,Mediacom/BOI,static,DSR
GAA 46,WAN2,99.14.165.1,AT&T Broadband II,static,DSR
GAE 01,WAN1,74.94.242.169,Comcast Workplace,static,DSR
GAE 01,WAN2,108.175.205.9,EB2-Hargray Cable,static,DSR
GAE 02,WAN1,50.77.1.249,Comcast Workplace,static,DSR
GAE 02,WAN2,108.209.99.25,AT&T Broadband II,static,DSR
GAE 03,WAN1,173.163.230.157,Comcast Workplace,static,DSR
GAE 03,WAN2,99.111.69.89,AT&T Broadband II,static,DSR
GAS 01,WAN1,99.27.27.161,AT&T Broadband II,static,DSR
GAS 01,WAN2,74.84.120.114,Mediacom Communications Corporation,static,Non-DSR
IAC 01,WAN1,45.59.13.82,Mediacom Communications Corporation,static,Non-DSR
IAC 02,WAN1,72.255.120.130,Mediacom Communications Corporation,static,Non-DSR
IAC 02,WAN2,207.191.192.33,ImOn Communications,static,DSR
IAD 01,WAN1,192.119.207.250,Mediacom Communications Corporation,static,Non-DSR
IAD 02,WAN1,149.154.7.70,MetroNet,static,DSR
IAD 02,WAN2,72.255.109.246,Mediacom Communications Corporation,static,Non-DSR
IAD 04,WAN1,72.255.116.186,Mediacom Communications Corporation,static,Non-DSR
IAD 04,WAN2,149.154.7.169,Metronet,static,DSR
IAD 05,WAN1,107.167.215.206,Mediacom/BOI,static,DSR
IAD 05,WAN2,149.154.5.20,Metronet,static,DSR
IAF 01,WAN1,64.59.201.241,Fort Dodge Fiber,static,DSR
IAF 01,WAN2,198.40.226.150,Mediacom Communications Corporation,static,Non-DSR
IAI 01,WAN1,46.110.90.149,Metronet,static,DSR
IAI 01,WAN2,104.201.99.58,Mediacom Communications Corporation,static,Non-DSR
IAN 01,WAN1,72.255.114.186,Mediacom,static,Non-DSR
IAN 01,WAN2,24.149.7.35,Cedar Falls,static,Non-DSR
IAN 02,WAN1,63.142.61.150,Mediacom Communications Corporation,static,Non-DSR
IAN 02,WAN2,65.103.56.177,CenturyLink,static,Non-DSR
IAN 03,WAN1,74.84.121.118,Mediacom Communications Corporation,static,Non-DSR
IAQ 01,WAN1,45.59.5.34,DSR Mediacom,static,Non-DSR
IAQ 01,WAN2,71.33.87.213,ComcastAgg CLink DSL,static,Non-DSR
IAQ 02,WAN1,72.255.79.154,Mediacom Communications Corporation,static,Non-DSR
IAQ 02,WAN2,195.252.226.122,MetroNet,static,DSR
IAS 01,WAN1,149.154.3.162,MetroNet,static,DSR
IAS 01,WAN2,24.119.182.98,Sparklight,static,DSR
IDB 01,WAN1,96.18.66.90,Cable One,static,Non-DSR
IDB 03,WAN1,69.92.163.142,EB2-CableOne Cable,static,DSR
IDB 03,WAN2,70.56.207.57,EB2-Centurylink DSL,static,DSR
IDB 04,WAN1,72.24.12.254,EB2-CableOne Cable,static,DSR
IDB 04,WAN2,65.140.187.146,CenturyLink Fiber Plus,static,DSR
IDB 05,WAN1,24.117.252.114,EB2-CableOne Cable,static,DSR
IDB 05,WAN2,70.56.203.209,EB2-Centurylink DSL,static,DSR
IDB 06,WAN2,24.116.129.22,EB2-CableOne Cable,static,DSR
IDB 07,WAN1,24.117.183.106,EB2-CableOne Cable,static,DSR
IDB 07,WAN2,168.103.46.13,EB2-Centurylink DSL,static,DSR
IDN 01,WAN1,24.123.118.30,Spectrum,static,DSR
IDN 01,WAN2,50.37.227.70,EB2-Ziply Fiber,static,DSR
ILC 01,WAN1,104.12.155.57,AT&T Broadband II,static,DSR
ILC 01,WAN2,96.74.211.233,Comcast,static,Non-DSR
ILC 02,WAN1,96.72.114.241,Comcast Workplace,static,DSR
ILC 02,WAN2,96.81.226.89,Comcast Workplace,static,DSR
ILC 03,WAN1,99.18.8.41,AT&T Broadband II,static,DSR
ILC 03,WAN2,173.15.46.121,Comcast Workplace,static,DSR
ILC 05,WAN1,50.249.209.161,Comcast Workplace,static,DSR
ILC 05,WAN2,107.134.174.161,AT&T Broadband II,static,DSR
ILC 06,WAN1,108.91.15.137,AT&T Broadband II,static,DSR
ILC 06,WAN2,74.94.114.85,Comcast,static,Non-DSR
ILC 07,WAN1,99.35.135.153,AT&T Broadband II,static,DSR
ILC 07,WAN2,96.81.204.185,Comcast Workplace,static,DSR
ILC 08,WAN1,75.146.110.61,Comcast Workplace,static,DSR
ILC 08,WAN2,75.9.255.233,AT&T Broadband II,static,DSR
ILC 09,WAN1,96.74.190.41,Comcast,static,Non-DSR
ILC 09,WAN2,104.4.89.113,AT&T Broadband II,static,DSR
ILC 11,WAN1,96.74.196.161,Comcast,static,DSR
ILC 12,WAN1,96.68.37.73,Comcast,static,DSR
ILC 13,WAN1,96.90.104.229,Comcast Workplace,static,DSR
ILC 14,WAN1,96.72.69.113,Comcast Workplace,static,DSR
ILC 14,WAN2,99.43.120.17,AT&T Broadband II,static,DSR
ILC 15,WAN1,172.125.39.129,AT&T Broadband II,static,DSR
ILC 15,WAN2,96.74.202.21,Comcast,static,Non-DSR
ILC 16,WAN1,50.254.12.245,Comcast Workplace,static,DSR
ILC 17,WAN1,162.197.251.173,AT&T Broadband II,static,DSR
ILC 17,WAN2,162.17.19.41,Comcast Workplace,static,DSR
ILC 18,WAN1,107.200.191.1,AT&T Broadband II,static,DSR
ILC 18,WAN2,96.74.204.97,Comcast,static,Non-DSR
ILC 19,WAN1,162.229.147.233,AT&T Broadband II,static,DSR
ILC 19,WAN2,96.74.149.133,Comcast,static,Non-DSR
ILC 21,WAN1,45.20.166.73,AT&T Broadband II,static,DSR
ILC 21,WAN2,96.68.15.1,Comcast Workplace,static,DSR
ILC 22,WAN1,75.63.66.181,AT&T Broadband II,static,DSR
ILC 22,WAN2,75.146.107.81,Comcast Workplace,static,DSR
ILC 24,WAN1,74.95.111.177,Comcast,static,Non-DSR
ILC 24,WAN2,108.223.111.1,AT&T Broadband II,static,DSR
ILC 25,WAN1,173.161.84.205,Comcast Workplace,static,DSR
ILC 25,WAN2,107.140.248.41,AT&T Broadband II,static,DSR
ILC 27,WAN1,162.17.14.217,Comcast Workplace,static,DSR
ILC 27,WAN2,99.43.124.105,AT&T Broadband II,static,DSR
ILC 28,WAN1,50.247.154.153,Comcast,static,Non-DSR
ILC 29,WAN1,107.223.63.169,AT&T Broadband II,static,DSR
ILC 29,WAN2,75.149.203.125,Comcast,static,Non-DSR
ILC 30,WAN1,173.15.49.97,Comcast Workplace,static,DSR
ILC 30,WAN2,108.91.12.81,AT&T Broadband II,static,DSR
ILC 31,WAN1,50.194.121.125,Comcast Workplace	,static,Non-DSR
ILC 32,WAN1,96.70.42.113,Comcast Workplace,static,DSR
ILC 32,WAN2,107.219.226.217,AT&T Broadband II,static,DSR
ILC 33,WAN1,99.76.24.121,AT&T Broadband II,static,DSR
ILC 34,WAN1,108.233.6.49,AT&T Broadband II,static,DSR
ILC 34,WAN2,96.87.104.145,Comcast Workplace,static,DSR
ILC 35,WAN1,96.90.119.25,Comcast Workplace,static,DSR
ILC 35,WAN2,107.223.61.193,AT&T Broadband II,static,DSR
ILC 36,WAN1,96.65.73.197,Comcast Workplace,static,DSR
ILC 36,WAN2,76.247.15.1,AT&T Broadband II,static,DSR
ILC 37,WAN1,96.81.242.229,Comcast Workplace,static,DSR
ILC 37,WAN2,68.74.149.65,AT&T Broadband II,static,DSR
ILP 01,WAN1,140.141.187.98,i3 Broadband,static,DSR
ILR 01,WAN1,74.94.116.73,Comcast,static,DSR
ILR 02,WAN1,173.9.227.189,Comcast Workplace,static,DSR
ILS 01,WAN1,23.118.5.137,AT&T Broadband II,static,DSR
ILS 01,WAN2,173.15.45.97,Comcast Workplace,static,DSR
ILW 01,WAN1,108.192.143.217,AT&T Broadband II,static,DSR
ILW 01,WAN2,68.188.19.150,Spectrum,static,DSR
ILW 02,WAN1,97.86.173.134,Spectrum,static,DSR
ILW 02,WAN2,107.209.44.177,AT&T Broadband II,static,DSR
INC 01,WAN1,96.65.67.77,Comcast Workplace,static,DSR
INC 02,WAN1,76.247.8.193,AT&T Broadband II,static,DSR
INC 02,WAN2,75.150.222.109,Comcast Workplace,static,DSR
INC 03,WAN1,96.95.113.13,Comcast Workplace,static,DSR
INE 01,WAN1,207.180.180.10,Astound,static,DSR
INE 01,WAN2,107.192.163.33,AT&T Broadband II,static,DSR
INE 02,WAN1,104.181.53.201,AT&T Broadband II,static,DSR
INE 02,WAN2,98.102.32.106,Spectrum,static,DSR
INF 01,WAN1,96.75.247.185,Comcast,static,Non-DSR
INF 02,WAN1,96.75.245.37,Comcast,static,Non-DSR
INF 03,WAN1,152.117.74.243,MetroNet,static,DSR
INF 03,WAN2,173.15.90.217,Comcast Workplace,static,DSR
INF 04,WAN1,50.102.128.90,GTT Ethernet,static,DSR
INI 01,WAN1,104.4.44.153,AT&T Broadband II,static,DSR
INI 01,WAN2,96.72.229.217,Comcast Workplace,static,DSR
INI 02,WAN1,76.194.87.57,AT&T Broadband II,static,DSR
INI 02,WAN2,96.85.177.225,Comcast Workplace,static,DSR
INI 03,WAN1,76.210.157.221,AT&T Broadband II,static,DSR
INI 05,WAN2,75.61.116.233,AT&T Broadband II,static,DSR
INI 06,WAN1,96.79.81.149,Comcast Workplace,static,DSR
INI 07,WAN2,104.4.42.133,AT&T,static,Non-DSR
INI 08,WAN1,96.90.27.121,Comcast Workplace,static,DSR
INI 08,WAN2,69.223.50.153,AT&T Broadband II,static,DSR
INI 09,WAN1,96.72.240.229,Comcast,static,Non-DSR
INI 09,WAN2,107.220.40.169,AT&T Broadband II,static,DSR
INI 10,WAN1,75.61.116.25,AT&T Broadband II,static,DSR
INI 12,WAN1,96.94.237.121,Comcast Workplace,static,DSR
INI 12,WAN2,104.63.183.177,AT&T Broadband II,static,DSR
INI 13,WAN1,50.212.144.125,Comcast Workplace,static,DSR
INI 13,WAN2,104.58.53.105,AT&T Broadband II,static,DSR
INI 14,WAN1,96.94.231.173,Comcast Workplace,static,DSR
INI 15,WAN1,96.82.60.17,Comcast Workplace,static,DSR
INI 15,WAN2,99.145.255.217,AT&T Broadband II,static,DSR
INI 16,WAN1,96.85.176.197,Comcast Workplace,static,DSR
INI 16,WAN2,107.201.196.105,AT&T Broadband II,static,DSR
INJ 01,WAN1,71.66.34.26,Spectrum,static,DSR
INJ 01,WAN2,104.49.57.121,AT&T Broadband II,static,DSR
INL 01,WAN1,69.174.170.102,MetroNet,static,DSR
INL 01,WAN2,96.82.50.57,Comcast Workplace,static,DSR
INN 01,WAN1,96.95.126.105,Comcast Workplace,static,DSR
INN 01,WAN2,99.45.41.201,AT&T Broadband II,static,DSR
INW 01,WAN1,99.39.182.185,AT&T Broadband II,static,DSR
INW 01,WAN2,96.74.215.229,Comcast,static,Non-DSR
INW 02,WAN1,96.72.115.9,Comcast,static,DSR
INW 03,WAN1,173.165.49.113,Comcast Workplace,static,DSR
INW 03,WAN2,99.39.182.113,AT&T Broadband II,static,DSR
KSK 01,WAN1,104.5.151.241,AT&T Broadband II,static,DSR
KSK 01,WAN2,96.73.43.217,Comcast,static,Non-DSR
KSK 02,WAN1,98.100.123.146,Spectrum,static,DSR
KSK 02,WAN2,107.207.18.41,AT&T Broadband II,static,DSR
KSK 03,WAN1,107.132.182.153,AT&T Broadband II,static,DSR
KSK 03,WAN2,74.62.160.234,Spectrum,static,DSR
KSK 05,WAN1,70.88.84.245,Comcast Workplace,static,DSR
KSK 05,WAN2,104.5.145.217,AT&T Broadband II,static,DSR
KSK 06,WAN1,72.131.218.210,Spectrum,static,DSR
KSL 01,WAN1,24.124.116.54,Midcontinent,static,DSR
KSL 01,WAN2,99.35.242.209,AT&T Broadband II,static,DSR
KSM 01,WAN1,72.205.196.166,Cox Business/BOI,static,DSR
KSM 01,WAN2,162.228.250.97,AT&T Broadband II,static,DSR
KSM 02,WAN1,68.99.117.157,Cox Business/BOI,static,DSR
KSM 02,WAN2,99.35.243.57,AT&T Broadband II,static,DSR
KST 01,WAN1,162.228.253.137,AT&T Broadband II,static,DSR
KST 01,WAN2,98.174.116.218,Cox Business/BOI,static,DSR
KSW 01,WAN1,104.189.180.193,AT&T Broadband II,static,DSR
KSW 01,WAN2,72.200.247.28,Cox Business/BOI,static,DSR
KSW 02,WAN1,184.187.231.235,Cox Business/BOI,static,DSR
KSW 02,WAN2,162.193.119.145,AT&T Broadband II,static,DSR
KSW 03,WAN1,70.163.33.102,Cox Business/BOI,static,DSR
KSW 03,WAN2,162.193.118.17,AT&T Broadband II,static,DSR
KYB 01,WAN1,74.143.198.194,Spectrum,static,DSR
KYB 01,WAN2,108.239.1.89,AT&T Broadband II,static,DSR
KYE 01,WAN1,64.24.83.138,EB2-Windstream Fiber,static,DSR
KYE 01,WAN2,75.148.61.125,Comcast Workplace,static,DSR
KYL 01,WAN1,172.4.130.201,AT&T Broadband II,static,DSR
KYL 01,WAN2,70.60.43.18,Spectrum,static,DSR
KYL 02,WAN1,24.106.90.178,Spectrum,static,DSR
KYL 02,WAN2,99.6.111.153,AT&T Broadband II,static,DSR
KYL 03,WAN1,98.123.3.126,Spectrum,static,DSR
KYL 03,WAN2,104.179.32.113,AT&T Broadband II,static,DSR
LAB 01,WAN1,68.96.156.235,: Cox Business/BOI,static,Non-DSR
LAB 01,WAN2,209.124.218.134,: REV Business,static,Non-DSR
LAB 02,WAN1,68.96.147.246,: Cox Business/BOI,static,Non-DSR
LAB 02,WAN2,99.18.29.121,: AT&T Broadband II,static,Non-DSR
LAB 03,WAN1,104.62.190.17,: AT&T Broadband II,static,Non-DSR
LAB 03,WAN2,72.215.247.249,: Cox Business/BOI,static,Non-DSR
LAB 06,WAN1,99.76.204.153,: AT&T Broadband II,static,Non-DSR
LAB 06,WAN2,98.185.13.102,: Cox Business/BOI,static,Non-DSR
LAS 01,WAN1,198.0.21.249,Comcast Workplace,static,DSR
LAS 01,WAN2,104.10.22.233,AT&T Broadband II,static,DSR
LAS 02,WAN1,66.76.161.89,Altice West,static,DSR
LAS 02,WAN2,104.49.235.169,AT&T Broadband II,static,DSR
MIA 01,WAN1,96.76.228.17,Comcast Workplace,static,DSR
MIA 01,WAN2,99.121.19.73,AT&T Broadband II,static,DSR
MIA 04,WAN1,96.66.59.149,Comcast Workplace,static,DSR
MIA 04,WAN2,107.223.73.105,AT&T Broadband II,static,DSR
MIA 16,WAN1,162.17.131.57,Comcast Workplace,static,DSR
MIA 16,WAN2,99.32.122.225,AT&T Broadband II,static,DSR
MIA 17,WAN2,173.13.30.249,Comcast,static,Non-DSR
MIB 01,WAN1,104.14.0.33,AT&T Broadband II,static,DSR
MIB 01,WAN2,173.13.12.141,Comcast Workplace,static,DSR
MID 01,WAN1,24.172.185.102,Spectrum,static,DSR
MID 04,WAN1,70.88.123.209,Comcast Workplace,static,DSR
MID 04,WAN2,131.148.167.70,Spectrum,static,DSR
MID 05,WAN1,108.85.101.97,AT&T Broadband II,static,DSR
MID 05,WAN2,96.80.239.129,Comcast,static,Non-DSR
MID 06,WAN1,96.76.242.241,Comcast Workplace,static,DSR
MID 06,WAN2,104.186.185.185,AT&T Broadband II,static,DSR
MID 07,WAN1,108.224.190.33,AT&T Broadband II,static,DSR
MID 07,WAN2,75.145.237.101,Comcast,static,Non-DSR
MID 09,WAN1,99.95.104.17,AT&T Broadband II,static,DSR
MID 09,WAN2,96.76.241.73,Comcast,static,Non-DSR
MID 10,WAN1,131.148.165.98,Spectrum,static,DSR
MID 10,WAN2,108.85.101.105,AT&T Broadband II,static,DSR
MID 11,WAN1,162.17.137.105,Comcast Workplace,static,DSR
MID 11,WAN2,23.123.123.81,AT&T Broadband II,static,DSR
MID 12,WAN1,50.197.115.1,Comcast Workplace,static,DSR
MID 12,WAN2,99.121.18.225,AT&T Broadband II,static,DSR
MID 13,WAN1,104.59.8.253,AT&T Broadband II,static,DSR
MID 13,WAN2,96.76.233.165,Comcast,static,Non-DSR
MID 14,WAN1,76.227.245.41,AT&T Broadband II,static,DSR
MID 14,WAN2,96.75.39.45,Comcast,static,Non-DSR
MID 16,WAN1,104.59.15.185,AT&T Broadband II,static,DSR
MID 16,WAN2,96.92.62.81,Comcast,static,Non-DSR
MID 17,WAN1,71.150.237.33,AT&T Broadband II,static,DSR
MID 17,WAN2,96.76.232.101,Comcast,static,Non-DSR
MID 18,WAN1,96.70.103.113,Comcast,static,Non-DSR
MID 18,WAN2,23.123.121.129,AT&T Broadband II,static,DSR
MID 19,WAN1,108.203.130.1,AT&T Broadband II,static,DSR
MID 19,WAN2,173.162.61.253,Comcast,static,Non-DSR
MID 20,WAN1,99.95.111.241,AT&T Broadband II,static,DSR
MID 20,WAN2,173.14.56.41,Comcast Workplace,static,DSR
MID 22,WAN1,75.147.228.165,Comcast Workplace,static,DSR
MID 22,WAN2,162.230.179.177,AT&T Broadband II,static,DSR
MID 23,WAN1,75.145.232.69,Comcast Workplace,static,DSR
MID 24,WAN1,96.75.57.253,Comcast,static,Non-DSR
MID 24,WAN2,76.227.244.153,AT&T Broadband II,static,DSR
MID 25,WAN1,108.245.49.193,AT&T Broadband II,static,DSR
MID 25,WAN2,50.77.235.41,Comcast Workplace,static,DSR
MID 26,WAN1,96.66.29.189,Comcast Workplace,static,DSR
MID 26,WAN2,76.242.102.225,AT&T Broadband II,static,DSR
MID 27,WAN1,47.50.24.46,Spectrum,static,DSR
MID 27,WAN2,75.61.89.153,AT&T Broadband II,static,DSR
MIF 04,WAN1,104.59.13.225,AT&T Broadband II,static,DSR
MIF 04,WAN2,96.76.235.173,Comcast,static,Non-DSR
MIF 05,WAN1,96.76.231.33,Comcast,static,DSR
MIF 25,WAN1,47.50.11.14,Spectrum,static,DSR
MIF 25,WAN2,74.94.239.177,Comcast Workplace,static,DSR
MIF 26,WAN1,23.123.124.97,AT&T Broadband II,static,DSR
MIF 26,WAN2,96.85.104.161,Comcast Workplace,static,DSR
