site_name,site_id,circuit_purpose,circuit_provider,circuit_speed,circuit_cost,circuit_ip,status,data_source,meraki_wan1_provider,meraki_wan1_speed,meraki_wan1_ip,wan1_arin_provider,meraki_wan2_provider,meraki_wan2_speed,meraki_wan2_ip,wan2_arin_provider,has_meraki_device,has_dt_tag,exclusion_reason,provider_match,wan1_arin_match,wan2_arin_match,would_get_dsr_badge
COD 35,COD 35 -B,Secondary,Comcast Workplace,300.0M x 30.0M,175.56,96.66.73.17,Enabled,csv_import,Comcast Workplace,75.0M x 15.0M,96.66.73.17,Comcast,LiveWire Net,75.0M x 15.0M,66.185.98.122,"Live Wire Networks, Inc",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 37,COD 37,Primary,Comcast Workplace,250.0M x 25.0M,186.18,50.246.196.57,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,50.246.196.57,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 38,COD 38,Secondary,CenturyLink/Qwest,100.0M x 10.0M,169.99,63.229.225.1,Enabled,csv_import,CenturyLink,100.0M x 10.0M,63.229.225.1,CenturyLink,Digi,Cell,192.168.2.103,Private IP,Yes,Yes,Eligible,Partial match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 39,COD 39,Primary,Comcast Workplace,250.0M x 25.0M,186.18,96.84.240.97,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,96.84.240.97,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 40,COD 40,Primary,Comcast Workplace,250.0M x 25.0M,186.18,71.24.134.221,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,71.24.134.221,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 41,,Primary,Lumen,,1145.00,,Enabled,Non-DSR,Lumen,300.0M x 300.0M,65.56.84.242,Level 3 Parent,Verizon Business,Cell,166.156.147.159,Verizon,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,No
COD 42,COD 42,Primary,Comcast Workplace,600.0M x 35.0M,234.45,23.24.156.189,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,23.24.156.189,Comcast,VZW Cell,Cell,192.168.0.152,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COG 01,COG 01,Primary,Spectrum,600.0M x 35.0M,172.23,69.145.255.206,Enabled,csv_import,Spectrum,600.0M x 35.0M,69.145.255.206,Charter Communications,EB2-Centurylink DSL,80.0M x 10.0M,67.40.42.209,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
COG 01,COG 01- B,Secondary,EB2-Centurylink DSL,80.0M x 10.0M,128.00,67.40.42.209,Enabled,csv_import,Spectrum,600.0M x 35.0M,69.145.255.206,Charter Communications,EB2-Centurylink DSL,80.0M x 10.0M,67.40.42.209,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
COG 03,COG 03,Primary,Spectrum,600.0M x 35.0M,244.45,47.47.138.238,Enabled,csv_import,Spectrum,750.0M x 35.0M,47.47.138.238,Charter Communications,AT&T Cell,cell,192.168.2.188,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
CON 02,CON 02,Primary,Comcast Workplace,250.0M x 25.0M,186.18,50.250.132.165,Enabled,csv_import,Comcast Workplace,300.0M x 30.0M,50.250.132.165,Comcast,AT&T Cell,cell,192.168.2.169,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CON 03,CON 03,Primary,Comcast Workplace,300.0M x 30.0M,175.56,70.89.171.149,Enabled,csv_import,FORT COLLINS CONNEXION,500.0M x 500.0M,198.99.82.203,AT&T,Comcast Workplace,500.0M x 500.0M,70.89.171.149,Comcast,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CON 03,CON 03- B,Secondary,FORT COLLINS CONNEXION,500.0M x 500.0M,199.95,198.99.82.203,Enabled,csv_import,FORT COLLINS CONNEXION,500.0M x 500.0M,198.99.82.203,AT&T,Comcast Workplace,500.0M x 500.0M,70.89.171.149,Comcast,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
COP 02,COP 02,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.198.220.193,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,50.198.220.193,Comcast,AT&T Cell,cell,192.168.2.139,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COP 03,COP 03,Primary,Comcast Workplace,600.0M x 35.0M,234.45,173.164.56.61,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,173.164.56.61,Comcast,EB2-Centurylink DSL,100.0M x 10.0M,63.231.99.233,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COP 03,COP 03- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,63.231.99.233,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,173.164.56.61,Comcast,EB2-Centurylink DSL,100.0M x 10.0M,63.231.99.233,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COS 01,COS 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.211.225.225,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,50.211.225.225,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COS 02,COS 02,Primary,Comcast Workplace,250.0M x 25.0M,186.18,96.75.127.77,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,96.75.127.77,Comcast,AT&T Cell,cell,192.168.2.158,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COS 03,COS 03,Primary,Comcast Workplace,250.0M x 25.0M,186.18,50.211.247.101,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,50.211.247.101,Comcast,EB2-Centurylink DSL,100.0M x 10.0M,65.102.84.97,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COS 03,COS 03- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,65.102.84.97,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,50.211.247.101,Comcast,EB2-Centurylink DSL,100.0M x 10.0M,65.102.84.97,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COS 04,COS 04,Primary,CenturyLink Fiber Plus,500.0M x 500.0M,540.00,65.155.48.154,Enabled,csv_import,CenturyLink Fiber Plus,500.0M x 500.0M,65.155.48.154,CenturyLink,Digi,Cell,192.168.2.176,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COS 06,COS 06,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.93.223.105,Enabled,csv_import,Comcast Workplace,750.0M x 35.0M,96.93.223.105,Comcast,Digi,Cell,107.80.167.188,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COS 07,COS 07,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.185.12.249,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,50.185.12.249,Comcast,Digi,Cell,107.80.183.75,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COW 01,COW 01,Primary,Spectrum,940.0M x 35.0M,355.56,47.47.165.38,Enabled,csv_import,Spectrum,940.0M x 35.0M,47.47.165.38,Charter Communications,AT&T Cell,Cell,192.168.2.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
COW 02,COW 02,Primary,Elevate Internet,1000.0M x 1000.0M,159.95,209.206.74.50,Enabled,csv_import,Elevate Internet,1000.0M x 1000.0M,100.88.200.15,Internet Assigned Numbers Authority,AT&T Cell,Cell,107.80.177.164,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
COX 01,WDCO01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.189.54.253,Enabled,csv_import,,,,,Comcast Workplace,750.0M x 35.0M,10.1.10.53,Private IP,Yes,No,No Discount-Tire tag,Exact match WAN2,No WAN1 ARIN data,WAN2 ARIN differs from Meraki,No
FLD 01,FLD 01,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.12.114.233,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,104.12.114.233,AT&T,Spectrum,600.0M x 35.0M,97.68.164.202,"Charter Communications, Inc",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLD 01,FLD 01 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,97.68.164.202,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,104.12.114.233,AT&T,Spectrum,600.0M x 35.0M,97.68.164.202,"Charter Communications, Inc",Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLD 02,FLD 02,Primary,Spectrum,600.0M x 35.0M,172.23,75.112.34.214,Enabled,csv_import,Spectrum,600.0M x 35.0M,192.168.1.2,Private IP,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
FLD 04,FLD 04,Primary,Spectrum,600.0M x 35.0M,244.45,67.9.119.254,Enabled,csv_import,Spectrum,600.0M x 35.0M,67.9.119.254,Charter Communications,AT&T Broadband II,300.0M x 300.0M,75.58.182.201,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLD 04,FLD 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.58.182.201,Enabled,csv_import,Spectrum,600.0M x 35.0M,67.9.119.254,Charter Communications,AT&T Broadband II,300.0M x 300.0M,75.58.182.201,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLF 01,FLF 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,23.31.180.221,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,23.31.180.221,Comcast,Starlink,Satellite,143.105.20.60,"SpaceX Services, Inc.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLG 01,FLG 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.171.147.187,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.180.248.138,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLJ 09,FLJ 09,Primary,Comcast Workplace,300.0M x 30.0M,175.56,173.8.36.41,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,99.27.29.17,AT&T,Comcast Workplace,300.0M x 30.0M,173.8.36.41,Cisco Test,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLJ 09,FLJ 09 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.27.29.17,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,99.27.29.17,AT&T,Comcast Workplace,300.0M x 30.0M,173.8.36.41,Cisco Test,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLJ 11,FLJ 11,Primary,AT&T Broadband II,500.0M x 100.0M,215.02,99.14.160.169,Enabled,csv_import,AT&T Broadband II,500.0M x 100.0M,99.14.160.169,AT&T,Digi,Cell,192.168.2.141,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLM 01,FLM 01,Primary,Spectrum,600.0M x 35.0M,244.45,75.112.40.218,Enabled,csv_import,Spectrum,600.0M x 35.0M,75.112.40.218,Charter Communications,AT&T Broadband II,300.0M x 300.0M,162.239.27.17,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLM 01,FLM 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.239.27.17,Enabled,csv_import,Spectrum,600.0M x 35.0M,75.112.40.218,Charter Communications,AT&T Broadband II,300.0M x 300.0M,162.239.27.17,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLM 02,FLM 02,Primary,Spectrum,600.0M x 35.0M,244.45,71.41.210.34,Enabled,csv_import,Spectrum,600.0M x 35.0M,71.41.210.34,Charter Communications,AT&T Broadband II,300.0M x 300.0M,75.49.166.185,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLM 02,FLM 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.49.166.185,Enabled,csv_import,Spectrum,600.0M x 35.0M,71.41.210.34,Charter Communications,AT&T Broadband II,300.0M x 300.0M,75.49.166.185,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLO 01,FLO 01,Primary,Spectrum,600.0M x 35.0M,172.23,75.112.41.254,Enabled,csv_import,Spectrum,750.0M x 35.0M,75.112.41.254,"Charter Communications, Inc",Verizon Business,Cell,166.168.184.113,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLO 02,FLO 02,Primary,Spectrum,600.0M x 35.0M,172.23,75.112.39.62,Enabled,csv_import,Spectrum,600.0M x 35.0M,75.112.39.62,Charter Communications,Digi,Cell,192.168.2.100,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 03,FLO 03,Primary,Spectrum,600.0M x 35.0M,244.45,71.41.117.78,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,68.95.180.85,AT&T,Spectrum,1000.0M x 1000.0M,71.41.117.78,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 03,FLO 03 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,68.95.180.81,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,68.95.180.85,AT&T,Spectrum,1000.0M x 1000.0M,71.41.117.78,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 04,FLO 04,Primary,Spectrum,600.0M x 35.0M,244.45,45.3.143.186,Enabled,csv_import,Spectrum,600.0M x 35.0M,45.3.143.186,"Charter Communications, Inc",AT&T Broadband II,300.0M x 300.0M,67.38.47.161,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLO 04,FLO 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,67.38.47.161,Enabled,csv_import,Spectrum,600.0M x 35.0M,45.3.143.186,"Charter Communications, Inc",AT&T Broadband II,300.0M x 300.0M,67.38.47.161,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLO 05,FLO 05,Primary,Spectrum,600.0M x 35.0M,244.45,45.3.171.18,Enabled,csv_import,Spectrum,600.0M x 35.0M,45.3.171.18,Charter Communications,Starlink,Satellite,143.105.20.235,"SpaceX Services, Inc.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 06,FLO 06,Primary,Spectrum,600.0M x 35.0M,172.23,97.68.34.70,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.68.34.70,"Charter Communications, Inc",AT&T Broadband II,300.0M x 300.0M,108.84.88.65,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLO 06,FLO 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.84.88.65,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.68.34.70,"Charter Communications, Inc",AT&T Broadband II,300.0M x 300.0M,108.84.88.65,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLO 07,FLO 07,Primary,Spectrum,600.0M x 35.0M,244.45,45.3.130.82,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,172.2.223.173,AT&T,Spectrum,1000.0M x 1000.0M,45.3.130.82,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 07,FLO 07 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,172.2.223.169,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,172.2.223.173,AT&T,Spectrum,1000.0M x 1000.0M,45.3.130.82,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 08,FLO 08,Primary,Spectrum,600.0M x 35.0M,244.45,131.148.46.74,Enabled,csv_import,Spectrum,600.0M x 35.0M,131.148.46.74,Charter Communications,VZW Cell,Cell,192.168.0.164,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 09,FLO 09,Primary,Spectrum,600.0M x 35.0M,244.45,131.148.26.138,Enabled,csv_import,Spectrum,600.0M x 35.0M,131.148.26.138,Charter Communications,Digi,Cell,192.168.2.214,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 10,FLO 10,Primary,Spectrum,600.0M x 35.0M,244.45,71.41.79.238,Enabled,csv_import,Spectrum,750.0M x 35.0M,71.41.79.238,Charter Communications,AT&T Cell,cell,192.168.2.175,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 11,FLO 11,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.94.20.169,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,96.94.20.169,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 12,FLO 12,Primary,Spectrum,600.0M x 35.0M,172.23,97.68.106.46,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.68.106.46,Charter Communications,AT&T Broadband II,300.0M x 300.0M,45.27.249.129,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLO 12,FLO 12 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,45.27.249.129,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.68.106.46,Charter Communications,AT&T Broadband II,300.0M x 300.0M,45.27.249.129,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
FLO 13,FLO 13,Primary,Spectrum,600.0M x 35.0M,172.23,97.68.93.114,Enabled,csv_import,Spectrum,600.0M x 35.0M,192.168.1.2,Private IP,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 14,FLO 14,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,99.25.86.105,Enabled,csv_import,AT&T Broadband II,1000.0M x 200.0M,99.25.86.105,AT&T,Spectrum,600.0M x 35.0M,97.71.128.178,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 14,FLO 14- B,Secondary,Spectrum,600.0M x 35.0M,172.23,97.71.128.178,Enabled,csv_import,AT&T Broadband II,1000.0M x 200.0M,99.25.86.105,AT&T,Spectrum,600.0M x 35.0M,97.71.128.178,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 15,FLO 15,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,68.95.178.169,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,68.95.178.169,AT&T,Spectrum,600.0M x 35.0M,71.42.61.162,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 15,FLO 15- B,Secondary,Spectrum,600.0M x 35.0M,172.23,71.42.61.162,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,68.95.178.169,AT&T,Spectrum,600.0M x 35.0M,71.42.61.162,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLO 16,FLO 16,Primary,Spectrum,600.0M x 35.0M,172.23,144.129.80.126,Enabled,csv_import,Spectrum,600.0M x 35.0M,144.129.80.126,Charter Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
FLP 02,FLP 02,Primary,AT&T Broadband II,200.0M x 200.0M,105.00,162.233.215.49,Enabled,csv_import,AT&T Broadband II,200.0M x 200.0M,162.233.215.49,AT&T,AT&T Cell,cell,192.168.2.213,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
FLS 02,FLS 02,Primary,Comcast Workplace,600.0M x 35.0M,234.45,23.24.160.5,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,23.24.160.5,Comcast,Accelerated,Cell,192.168.2.186,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
GAA 03,GAA 03,Primary,Comcast Workplace,250.0M x 25.0M,186.18,96.77.72.189,Enabled,csv_import,Private Customer - AT&T Internet Services,250.0M x 25.0M,99.34.24.243,AT&T,"Comcast Cable Communications, LLC",1000.0M x 1000.0M,10.1.10.85,Private IP,Yes,Yes,Eligible,Partial match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
GAA 03,GAA 03 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.34.24.241,Enabled,csv_import,Private Customer - AT&T Internet Services,250.0M x 25.0M,99.34.24.243,AT&T,"Comcast Cable Communications, LLC",1000.0M x 1000.0M,10.1.10.85,Private IP,Yes,Yes,Eligible,No match,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,No
GAA 07,GAA 07,Primary,Spectrum,600.0M x 35.0M,172.23,24.178.75.226,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.178.75.226,Charter Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
GAA 11,GAA 11,Primary,Spectrum,600.0M x 35.0M,244.45,75.141.179.26,Enabled,csv_import,Spectrum,600.0M x 35.0M,75.141.179.26,Charter Communications,AT&T Broadband II,300.0M x 300.0M,172.124.120.201,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
GAA 11,GAA 11 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,172.124.120.201,Enabled,csv_import,Spectrum,600.0M x 35.0M,75.141.179.26,Charter Communications,AT&T Broadband II,300.0M x 300.0M,172.124.120.201,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
GAA 17,GAA 17,Primary,Spectrum,600.0M x 35.0M,244.45,47.46.129.106,Enabled,csv_import,Spectrum,600.0M x 35.0M,47.46.129.106,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.133.226.177,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
GAA 17,GAA 17 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.133.226.177,Enabled,csv_import,Spectrum,600.0M x 35.0M,47.46.129.106,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.133.226.177,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
GAA 19,GAA 19,Primary,Spectrum,600.0M x 35.0M,172.23,96.38.200.190,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,75.33.170.97,AT&T,Spectrum,1000.0M x 1000.0M,96.38.200.190,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
GAA 19,GAA 19 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,75.33.170.97,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,75.33.170.97,AT&T,Spectrum,1000.0M x 1000.0M,96.38.200.190,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
GAA 22,GAA 22,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.176.62.247,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.176.62.247,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
GAA 24,GAA 24,Primary,Spectrum,600.0M x 35.0M,172.23,71.85.69.170,Enabled,csv_import,Spectrum,600.0M x 35.0M,71.85.69.170,Charter Communications,AT&T Broadband II,300.0M x 300.0M,68.72.136.193,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
